Banco;Red;Direccion;Terminales;Web;Actualización;Lon;Lat
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. y JUSTO, JUAN B. AV.;0;http://www.redlink.com.ar/;may-13;-58.426.531.200.326.400;-34.578.167.978.002.600
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;BERUTI 2951;0;http://www.redlink.com.ar/;may-13;-58.405.688.259.473.700;-34.589.851.950.383.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LAS HERAS GENERAL AV. 3925;0;http://www.redlink.com.ar/;may-13;-58.414.469.119.390.300;-34.581.552.408.992.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LAS HERAS GENERAL AV. 3099;0;http://www.redlink.com.ar/;may-13;-58.405.043.077.863.000;-34.583.264.811.157.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BULNES 2117;0;http://www.redlink.com.ar/;may-13;-58.410.720.966.128.000;-34.587.173.964.830.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. 4358;0;http://www.redlink.com.ar/;may-13;-58.423.314.769.040.900;-34.580.321.111.656.600
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SANTA FE AV. 3958;0;http://www.redlink.com.ar/;may-13;-58.419.414.407.454.800;-34.583.019.754.117.000
BANCO DE LA NACION ARGENTINA;Link;CAMPOS, LUIS M. AV. 813;0;http://www.redlink.com.ar/;may-13;-58.436.512.001.801.100;-34.569.088.197.613.500
BANCO DE LA NACION ARGENTINA;Link;SALGUERO, JERONIMO 3212;0;http://www.redlink.com.ar/;may-13;-58.403.902.665.442.500;-34.575.195.210.308.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORDOBA AV. 5991;0;http://www.redlink.com.ar/;may-13;-58.444.331.072.749.900;-34.584.603.605.629.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;MANSILLA, LUCIO NORBERTO, GENERAL 3640;0;http://www.redlink.com.ar/;may-13;-58.414.991.177.491.100;-34.591.033.031.420.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PARAGUAY 4302;0;http://www.redlink.com.ar/;may-13;-58.422.547.073.750.800;-34.586.141.105.153.900
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SCALABRINI ORTIZ, RAUL 3128;0;http://www.redlink.com.ar/;may-13;-58.410.434.923.200.600;-34.580.481.675.032.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. y CARRANZA, ANGEL JUSTINIANO;0;http://www.redlink.com.ar/;may-13;-58.431.559.568.695.400;-34.576.609.016.687.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. y BORGES, JORGE LUIS;0;http://www.redlink.com.ar/;may-13;-58.420.751.422.199.900;-3.458.186.290.004.550
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SALGUERO, JERONIMO 2727;0;http://www.redlink.com.ar/;may-13;-58.408.049.810.494.800;-34.580.261.438.873.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SANTA FE AV. 3253;0;http://www.redlink.com.ar/;may-13;-58.410.784.696.773.000;-34.588.345.285.751.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. 3061;0;http://www.redlink.com.ar/;may-13;-58.463.995.244.142.700;-3.455.367.043.733.130
CABAL COOP. LTDA.;Link;CABILDO AV. 2945;0;http://www.redlink.com.ar/;may-13;-58.462.748.569.373.500;-34.554.903.757.223.700
BANCO DE LA NACION ARGENTINA;Link;CABILDO AV. 2902;0;http://www.redlink.com.ar/;may-13;-58.462.901.423.803.200;-3.455.547.655.832.990
BANCO DE LA NACION ARGENTINA;Link;LUPPI, ABRAHAM J. 1090;0;http://www.redlink.com.ar/;may-13;-58.419.021.597.622.800;-3.465.140.028.880.030
CABAL COOP. LTDA.;Link;LA PLATA AV. 2428;0;http://www.redlink.com.ar/;may-13;-58.422.445.320.819.600;-34.643.107.226.962.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SAENZ AV. 1016;0;http://www.redlink.com.ar/;may-13;-58.416.073.055.444.700;-34.652.509.785.110.400
BANCO DE LA NACION ARGENTINA;Link;ALCORTA, AMANCIO AV. 3000;0;http://www.redlink.com.ar/;may-13;-5.840.291.381.312.120;-34.647.616.975.670.700
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ALMAFUERTE AV. 834;0;http://www.redlink.com.ar/;may-13;-58.415.459.754.253.300;-34.647.552.501.055.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y PELLEGRINI, CARLOS;0;http://www.redlink.com.ar/;may-13;-58.380.975.096.320.000;-34.603.669.448.667.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ALVAREZ JONTE AV. 5269;0;http://www.redlink.com.ar/;may-13;-5.851.143.029.500.900;-34.623.820.323.660.500
BANCO DE LA NACION ARGENTINA;Link;ALVAREZ JONTE AV. 5298;0;http://www.redlink.com.ar/;may-13;-58.511.438.267.565.600;-34.624.280.883.684.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALEM, LEANDRO N. AV. y CORRIENTES AV.;0;http://www.redlink.com.ar/;may-13;-58.370.263.407.948.700;-34.603.007.131.594.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DE MAYO AV. e IRIGOYEN, BERNARDO DE;0;http://www.redlink.com.ar/;may-13;-58.380.681.884.399.800;-34.609.002.899.108.800
BANCO DE LA NACION ARGENTINA;Link;YRIGOYEN, HIPOLITO AV. 1760;0;http://www.redlink.com.ar/;may-13;-58.391.129.862.840.600;-3.461.039.293.519.090
BANCO DE LA NACION ARGENTINA;Link;PASEO COLON AV. 239;0;http://www.redlink.com.ar/;may-13;-58.369.824.477.444.700;-34.610.457.890.940.500
BANCO DE LA NACION ARGENTINA;Link;AZOPARDO 350;0;http://www.redlink.com.ar/;may-13;-58.367.811.677.802.400;-34.611.687.744.873.300
BANCO DE LA NACION ARGENTINA;Link;DE MAYO AV. 1464;0;http://www.redlink.com.ar/;may-13;-58.386.881.776.376.500;-34.609.608.945.558.900
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ENTRE RIOS AV. 624;0;http://www.redlink.com.ar/;may-13;-58.391.441.883.895.400;-34.615.986.824.950.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;INDEPENDENCIA AV. y LIMA;0;http://www.redlink.com.ar/;may-13;-58.381.511.175.967.000;-34.617.661.299.489.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;IRIGOYEN, BERNARDO DE 312;0;http://www.redlink.com.ar/;may-13;-58.380.314.439.614.200;-3.461.197.771.704.610
BANCO DE LA NACION ARGENTINA;Link;ROCA, JULIO A., PRESIDENTE AV. 738;0;http://www.redlink.com.ar/;may-13;-58.376.558.421.690.800;-34.612.167.751.946.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BELGRANO AV. 840;0;http://www.redlink.com.ar/;may-13;-58.378.130.984.496.500;-34.613.068.284.178.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DE MAYO AV. 525;0;http://www.redlink.com.ar/;may-13;-58.373.891.905.235.200;-3.460.835.693.555.840
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ALSINA, ADOLFO 1502;0;http://www.redlink.com.ar/;may-13;-58.387.606.893.725.000;-34.611.293.538.595.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PERU 146;0;http://www.redlink.com.ar/;may-13;-58.374.653.263.165.100;-346.096.630.829.228
BANCO DE LA NACION ARGENTINA;Link;ALSINA, ADOLFO 1356;0;http://www.redlink.com.ar/;may-13;-58.385.531.255.089.700;-34.611.233.357.565.300
BANCO DE LA NACION ARGENTINA;Link;PASEO COLON AV. 635;0;http://www.redlink.com.ar/;may-13;-58.369.694.640.685.400;-34.615.145.096.058.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PASEO COLON AV. 255;0;http://www.redlink.com.ar/;may-13;-58.369.824.148.295.800;-34.610.643.506.444.100
BANCO DE LA NACION ARGENTINA;Link;PERU 169;0;http://www.redlink.com.ar/;may-13;-5.837.507.890.126.340;-34.609.918.596.127.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALBERDI, JUAN BAUTISTA AV. 6253;0;http://www.redlink.com.ar/;may-13;-58.506.274.028.387.700;-34.654.638.241.457.500
CABAL COOP. LTDA.;Link;ALBERDI, JUAN BAUTISTA AV. 5984;0;http://www.redlink.com.ar/;may-13;-58.503.676.998.785.000;-34.653.115.792.148.000
BANCO DE LA NACION ARGENTINA;Link;PAZ, GRAL. AV. 12950;0;http://www.redlink.com.ar/;may-13;-58.514.383.370.214.900;-34.664.127.254.211.000
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ALBERDI, JUAN BAUTISTA AV. 6299;0;http://www.redlink.com.ar/;may-13;-58.506.527.127.294.400;-34.654.820.209.883.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALBERDI, JUAN BAUTISTA AV. 6601;0;http://www.redlink.com.ar/;may-13;-58.508.975.441.471.900;-34.656.672.640.450.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALBERDI, JUAN BAUTISTA AV. 5759;0;http://www.redlink.com.ar/;may-13;-58.501.995.492.959.100;-34.650.865.420.426.900
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;DE LA TORRE, LISANDRO AV. 2406;0;http://www.redlink.com.ar/;may-13;-58.499.756.017.573.200;-34.662.696.928.984.500
BANCO DE LA NACION ARGENTINA;Link;ALBERDI, JUAN BAUTISTA AV. 6502;0;http://www.redlink.com.ar/;may-13;-58.507.971.528.993.600;-34.656.386.622.585.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;COSQUIN 61;0;http://www.redlink.com.ar/;may-13;-58.523.867.087.933.100;-34.639.703.084.102.600
BANCO DE LA NACION ARGENTINA;Link;RIVADAVIA AV. 11078;0;http://www.redlink.com.ar/;may-13;-58.520.478.903.944.300;-34.639.153.363.238.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PILAR 950;0;http://www.redlink.com.ar/;may-13;-5.851.566.278.222.280;-34.649.221.954.497.700
CABAL COOP. LTDA.;Link;JUSTO, JUAN B. AV. 9200;0;http://www.redlink.com.ar/;may-13;-58.519.537.117.693.100;-34.633.741.665.228.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 11059;0;http://www.redlink.com.ar/;may-13;-58.519.683.019.645.400;-34.638.832.550.114.600
CABAL COOP. LTDA.;Link;FALCON, RAMON L.,CNEL. 6837;0;http://www.redlink.com.ar/;may-13;-58.522.813.418.589.700;-34.640.031.231.700.500
BANCO COLUMBIA S.A.;Link;RIVADAVIA AV. 11342;0;http://www.redlink.com.ar/;may-13;-58.524.274.271.798.200;-3.463.916.016.340.210
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;WARNES AV. 2650;0;http://www.redlink.com.ar/;may-13;-58.475.448.510.044.300;-3.459.721.397.819.540
BANCO DE LA NACION ARGENTINA;Link;SAN MARTIN AV. 2402;0;http://www.redlink.com.ar/;may-13;-58.461.668.089.688.900;-34.603.863.441.679.700
BANCO DE LA NACION ARGENTINA;Link;BROWN, ALTE. AV. 1101;0;http://www.redlink.com.ar/;may-13;-5.835.948.046.035.420;-34.634.660.865.624.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BROWN, ALTE. AV. 240;0;http://www.redlink.com.ar/;may-13;-58.366.001.284.280.000;-34.628.351.676.976.600
BANCO DE LA NACION ARGENTINA;Link;DON PEDRO DE MENDOZA AV. 1887;0;http://www.redlink.com.ar/;may-13;-58.361.643.522.316.300;-34.639.179.621.095.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;REGIMIENTO DE PATRICIOS AV. 902;0;http://www.redlink.com.ar/;may-13;-58.369.315.050.149.800;-34.638.387.844.403.300
BANCO DE LA NACION ARGENTINA;Link;NAZCA AV. 537;0;http://www.redlink.com.ar/;may-13;-58.471.574.486.527.500;-34.625.854.831.718.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SEGUROLA AV. 1599;0;http://www.redlink.com.ar/;may-13;-58.497.988.451.266.500;-346.213.669.431.095
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SEGUROLA AV. 1949;0;http://www.redlink.com.ar/;may-13;-58.501.732.588.113.900;-34.618.309.343.765.300
BANCO PIANO S.A.;Link;RIVADAVIA AV. 8731;0;http://www.redlink.com.ar/;may-13;-58.487.049.275.918.200;-34.634.882.868.484.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;VARELA AV. 1307;0;http://www.redlink.com.ar/;may-13;-5.845.442.429.676.160;-34.643.614.189.789.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. y CARABOBO AV.;0;http://www.redlink.com.ar/;may-13;-58.456.709.764.875.500;-34.626.667.070.747.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 6920;0;http://www.redlink.com.ar/;may-13;-5.846.289.276.625.360;-3.462.909.223.631.070
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;GOYENA, PEDRO AV. 369;0;http://www.redlink.com.ar/;may-13;-58.432.396.981.182.100;-34.625.494.491.260.700
BANCO PIANO S.A.;Link;RIVADAVIA AV. 6662;0;http://www.redlink.com.ar/;may-13;-58.459.362.821.486.300;-34.627.959.341.823.300
BANCO DE LA NACION ARGENTINA;Link;PERON, EVA AV. 2616;0;http://www.redlink.com.ar/;may-13;-58.456.866.815.087.900;-34.641.335.500.777.600
BANCO DE LA NACION ARGENTINA;Link;RIVADAVIA AV. 7000;0;http://www.redlink.com.ar/;may-13;-58.463.920.912.787.600;-34.629.389.191.239.900
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;RIVADAVIA AV. 6824;0;http://www.redlink.com.ar/;may-13;-58.461.496.905.249.700;-34.628.694.921.293.000
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;VARELA AV. 1122;0;http://www.redlink.com.ar/;may-13;-58.456.305.914.721.600;-34.641.337.057.767.000
BANCO COLUMBIA S.A.;Link;RIVADAVIA AV. 6391;0;http://www.redlink.com.ar/;may-13;-58.456.659.404.173.300;-34.626.448.930.898.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 7236;0;http://www.redlink.com.ar/;may-13;-58.467.217.776.527.600;-34.630.277.002.100.000
BANCO DE LA NACION ARGENTINA;Link;BOYACA AV. 32;0;http://www.redlink.com.ar/;may-13;-58.457.155.236.203.500;-34.626.388.132.614.200
CABAL COOP. LTDA.;Link;RIVERA INDARTE AV. 112;0;http://www.redlink.com.ar/;may-13;-58.461.971.689.175.100;-34.630.176.931.700.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CAMACUA 55;0;http://www.redlink.com.ar/;may-13;-58.458.698.851.901.400;-3.462.831.925.036.390
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LACROZE, FEDERICO AV. 4000;0;http://www.redlink.com.ar/;may-13;-58.453.675.947.202.500;-34.585.226.743.444.000
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;RIVADAVIA AV. 5025;0;http://www.redlink.com.ar/;may-13;-58.436.895.584.212.200;-34.618.290.869.370.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;AMBROSETTI, JUAN B. 743;0;http://www.redlink.com.ar/;may-13;-58.438.361.912.555.100;-34.609.683.614.308.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 6082;0;http://www.redlink.com.ar/;may-13;-58.451.454.047.674.400;-34.624.828.172.789.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DIRECTORIO AV. 1251;0;http://www.redlink.com.ar/;may-13;-58.445.322.995.173.300;-34.629.525.575.298.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ALBERDI, JUAN BAUTISTA AV. 1363;0;http://www.redlink.com.ar/;may-13;-58.447.453.660.124.600;-3.462.496.815.582.520
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SAN MARTIN AV. 1242;0;http://www.redlink.com.ar/;may-13;-58.447.377.087.059.600;-3.460.752.253.716.760
BANCO DE LA NACION ARGENTINA;Link;LA PLATA AV. 739;0;http://www.redlink.com.ar/;may-13;-5.842.758.402.183.840;-34.624.240.477.355.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. y ROJAS;0;http://www.redlink.com.ar/;may-13;-58.441.462.610.994.500;-34.620.516.284.513.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;GAONA AV. 1142;0;http://www.redlink.com.ar/;may-13;-58.446.255.616.379.400;-34.607.829.952.089.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;DIAZ VELEZ AV. 5044;0;http://www.redlink.com.ar/;may-13;-58.437.906.424.551.200;-34.608.975.406.211.200
BANCO DE LA NACION ARGENTINA;Link;GAONA AV. 1800;0;http://www.redlink.com.ar/;may-13;-58.453.273.635.097.300;-34.611.427.470.087.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;GAONA AV. 2197;0;http://www.redlink.com.ar/;may-13;-58.457.411.360.025.500;-34.612.869.807.139.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 4906;0;http://www.redlink.com.ar/;may-13;-58.434.246.766.361.500;-34.617.524.215.050.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;AVELLANEDA 551;0;http://www.redlink.com.ar/;may-13;-58.438.798.732.646.200;-34.614.235.230.566.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ACOYTE AV. 71;0;http://www.redlink.com.ar/;may-13;-58.436.699.209.619.300;-34.617.373.246.240.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;ALVAREZ, DONATO, TTE. GRAL. 1351;0;http://www.redlink.com.ar/;may-13;-58.460.616.920.581.700;-34.611.115.157.049.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ACOYTE AV. 702;0;http://www.redlink.com.ar/;may-13;-5.843.953.180.550.520;-34.610.797.151.457.300
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;MORENO, JOSE MARIA AV. 362;0;http://www.redlink.com.ar/;may-13;-58.434.629.998.122.300;-34.622.300.585.285.100
CABAL COOP. LTDA.;Link;RIVADAVIA AV. 4600;0;http://www.redlink.com.ar/;may-13;-58.430.057.749.908.000;-3.461.568.222.805.250
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y GALLARDO, ANGEL AV.;0;http://www.redlink.com.ar/;may-13;-58.432.198.468.002.900;-34.602.072.451.755.500
BANCO DE LA NACION ARGENTINA;Link;RIVADAVIA AV. 5199;0;http://www.redlink.com.ar/;may-13;-58.438.944.005.774.000;-34.619.222.933.060.100
BANCO DE LA NACION ARGENTINA;Link;GAONA AV. 2197;0;http://www.redlink.com.ar/;may-13;-58.457.411.360.025.500;-34.612.869.807.139.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BOEDO AV. 870;0;http://www.redlink.com.ar/;may-13;-58.416.047.988.669.200;-34.623.479.119.047.200
BANCO DE LA NACION ARGENTINA;Link;INDEPENDENCIA AV. 3539;0;http://www.redlink.com.ar/;may-13;-58.415.674.231.534.500;-3.462.072.903.663.600
BANCO DE LA NACION ARGENTINA;Link;LA PLATA AV. 1768;0;http://www.redlink.com.ar/;may-13;-58.424.362.272.009.900;-34.635.994.227.864.500
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;SAN JUAN AV. 3330;0;http://www.redlink.com.ar/;may-13;-58.412.504.651.506.500;-34.625.199.539.093.200
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;BOEDO AV. 800;0;http://www.redlink.com.ar/;may-13;-58.416.181.426.539.000;-34.622.309.963.217.200
BANCO DE LA NACION ARGENTINA;Link;LA PLATA AV. 1455;0;http://www.redlink.com.ar/;may-13;-5.842.584.418.240.290;-34.632.004.168.537.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. y JURAMENTO AV.;0;http://www.redlink.com.ar/;may-13;-5.845.669.328.962.460;-34.562.035.659.085.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;SUCRE, ANTONIO JOSE DE, MCAL. 1836;0;http://www.redlink.com.ar/;may-13;-58.449.730.117.541.500;-34.560.994.755.654.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. y CONGRESO;0;http://www.redlink.com.ar/;may-13;-58.462.533.021.933.900;-34.555.480.299.199.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. y OLLEROS;0;http://www.redlink.com.ar/;may-13;-58.444.110.571.473.600;-34.570.332.714.492.800
BANCO COLUMBIA S.A.;Link;CABILDO AV. 2359;0;http://www.redlink.com.ar/;may-13;-58.458.586.760.834.300;-34.559.506.315.317.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;NAON, ROMULO 2142;0;http://www.redlink.com.ar/;may-13;-58.470.909.079.788.200;-34.569.882.006.690.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. 3053;0;http://www.redlink.com.ar/;may-13;-58.463.833.404.809.600;-34.553.845.255.509.100
BANCO PIANO S.A.;Link;CABILDO AV. 1181;0;http://www.redlink.com.ar/;may-13;-58.447.797.530.186.900;-34.568.288.208.618.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LA PAMPA 2475;0;http://www.redlink.com.ar/;may-13;-58.455.099.140.710.600;-34.565.150.505.265.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ARCOS 1914;0;http://www.redlink.com.ar/;may-13;-58.452.523.998.391.600;-34.562.218.459.793.700
BANCO DE LA NACION ARGENTINA;Link;MONROE 3640;0;http://www.redlink.com.ar/;may-13;-5.847.160.160.895.300;-34.565.908.883.266.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. 2201;0;http://www.redlink.com.ar/;may-13;-58.457.392.768.482.500;-34.560.886.758.686.600
BANCO DE LA NACION ARGENTINA;Link;CABILDO AV. 1900;0;http://www.redlink.com.ar/;may-13;-58.455.169.899.849.200;-3.456.415.582.831
CABAL COOP. LTDA.;Link;FIGUEROA ALCORTA, PRES. AV. 7597;0;http://www.redlink.com.ar/;may-13;-58.449.398.296.087.100;-34.546.511.476.731.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PINO, VIRREY DEL 2476;0;http://www.redlink.com.ar/;may-13;-58.453.339.802.202.100;-34.566.919.186.512.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CABILDO AV. y HERNANDEZ, JOSE;0;http://www.redlink.com.ar/;may-13;-58.453.312.826.852.900;-3.456.554.306.606.800
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;MONROE 1655;0;http://www.redlink.com.ar/;may-13;-58.452.879.677.357.700;-34.553.886.445.654.000
CABAL COOP. LTDA.;Link;CABILDO AV. 1546;0;http://www.redlink.com.ar/;may-13;-58.451.584.943.654.300;-34.566.760.847.450.000
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;CABILDO AV. 1999;0;http://www.redlink.com.ar/;may-13;-584.555.566.687.227;-34.563.002.814.098.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;MONROE AV. 3555;0;http://www.redlink.com.ar/;may-13;-58.471.078.767.347.700;-34.565.045.471.734.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;BRANDSEN 2570;0;http://www.redlink.com.ar/;may-13;-58.385.143.652.686.000;-34.639.399.739.639.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;MONTES DE OCA, MANUEL 40;0;http://www.redlink.com.ar/;may-13;-583.774.643.241.943;-34.628.971.063.708.500
CABAL COOP. LTDA.;Link;REGIMIENTO DE PATRICIOS AV. 537;0;http://www.redlink.com.ar/;may-13;-58.370.263.968.621.200;-34.634.958.589.493.300
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;MONTES DE OCA, MANUEL 873;0;http://www.redlink.com.ar/;may-13;-58.374.873.965.240.300;-34.638.254.715.753.800
BANCO DE LA NACION ARGENTINA;Link;GARCIA, MARTIN AV. 878;0;http://www.redlink.com.ar/;may-13;-58.374.985.164.358.900;-34.634.275.986.766.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CARRILLO, RAMON, DR. 375;0;http://www.redlink.com.ar/;may-13;-5.838.209.479.101.670;-34.636.546.998.178.100
BANCO DE LA NACION ARGENTINA;Link;MONTES DE OCA, MANUEL 1699;0;http://www.redlink.com.ar/;may-13;-58.373.342.102.247.800;-34.646.576.429.952.100
BANCO DE LA PROVINCIA DE BUENOS AIRES;Link;GUANAHANI 580;0;http://www.redlink.com.ar/;may-13;-583.800.601.246.678;-34.636.530.969.990.800
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;GARCIA, MARTIN AV. 574;0;http://www.redlink.com.ar/;may-13;-58.372.275.622.866.900;-34.631.450.407.785.900
BANCO DE LA NACION ARGENTINA;Link;RIVADAVIA AV. 2856;0;http://www.redlink.com.ar/;may-13;-58.406.878.862.285.100;-34.610.364.499.393.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. 3153;0;http://www.redlink.com.ar/;may-13;-58.409.653.268.893.200;-3.460.388.509.344.900
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;ENTRE RIOS AV. 361;0;http://www.redlink.com.ar/;may-13;-58.391.946.053.014.200;-34.613.372.491.690.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CALLAO AV. y CORRIENTES AV.;0;http://www.redlink.com.ar/;may-13;-58.392.286.311.720.500;-34.604.436.106.374.200
CABAL COOP. LTDA.;Link;CORRIENTES AV. 2187;0;http://www.redlink.com.ar/;may-13;-58.398.018.243.442.900;-34.604.391.576.986.400
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;LARREA 11;0;http://www.redlink.com.ar/;may-13;-58.401.636.104.889.200;-34.609.731.774.118.500
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;JAURES, JEAN 521;0;http://www.redlink.com.ar/;may-13;-58.408.602.095.042.900;-3.460.391.908.138.700
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. 3247;0;http://www.redlink.com.ar/;may-13;-58.411.015.285.707.200;-34.603.870.630.657.800
CABAL COOP. LTDA.;Link;AZCUENAGA 322;0;http://www.redlink.com.ar/;may-13;-58.400.965.910.931.800;-34.605.837.734.778.200
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y AGUERO;0;http://www.redlink.com.ar/;may-13;-58.411.742.208.459.200;-34.604.083.373.964.900
METROPOLIS CÃA FINANCIERA;Link;CORRIENTES AV. 2587;0;http://www.redlink.com.ar/;may-13;-58.403.420.535.037.900;-34.604.565.091.802.600
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;PERON, JUAN DOMINGO, TTE. GENERAL 2941;0;http://www.redlink.com.ar/;may-13;-58.408.291.459.744.500;-34.607.684.639.705.300
BANCO DE LA NACION ARGENTINA;Link;CORRIENTES AV. 2156;0;http://www.redlink.com.ar/;may-13;-58.397.560.105.372.300;-34.604.738.215.171.100
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;CORRIENTES AV. y PUEYRREDON AV.;0;http://www.redlink.com.ar/;may-13;-58.405.618.002.624.900;-34.604.388.964.753.000
BANCO DE LA CIUDAD DE BUENOS AIRES;Link;RIVADAVIA AV. 2479;0;http://www.redlink.com.ar/;may-13;-58.401.480.116.279.500;-34.609.690.124.775.200
